age,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,shipping_type,previous_purchases,payment_method,frequency_of_purchases,subscription_status_Yes,discount_applied_Yes,Male
68,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,Standard,15,Venmo,Annually,0,0,1
35,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,Store Pickup,10,Debit Card,Annually,0,0,1
65,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,Free Shipping,14,Credit Card,Monthly,0,0,1
45,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,2-Day Shipping,30,Bank Transfer,Annually,0,0,1
19,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,2-Day Shipping,16,Credit Card,Fortnightly,0,0,1
65,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,Express,14,PayPal,Annually,0,0,1
28,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,2-Day Shipping,28,Bank Transfer,Weekly,0,0,1
55,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,2-Day Shipping,29,PayPal,Monthly,0,0,1
66,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,Standard,5,PayPal,Every 3 Months,0,0,1
29,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,Store Pickup,17,Bank Transfer,Quarterly,0,0,1
56,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,Express,50,PayPal,Weekly,0,0,1
21,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,Next Day Air,23,Bank Transfer,Quarterly,0,0,1
32,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,Store Pickup,22,Debit Card,Annually,0,0,1
54,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,Standard,15,Cash,Quarterly,0,0,1
61,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,Standard,32,Cash,Monthly,0,0,1
31,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,2-Day Shipping,5,Bank Transfer,Monthly,0,0,1
27,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,Free Shipping,6,Bank Transfer,Bi-Weekly,0,0,1
64,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,Store Pickup,44,Debit Card,Fortnightly,0,0,1
60,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,2-Day Shipping,23,Cash,Fortnightly,0,0,1
70,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,Store Pickup,44,Venmo,Monthly,0,0,1
36,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,Free Shipping,3,Debit Card,Quarterly,0,0,1
56,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,Express,14,Cash,Monthly,0,0,1
69,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,Store Pickup,37,PayPal,Quarterly,0,0,1
39,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,Next Day Air,22,Bank Transfer,Weekly,0,0,1
38,Belt,Accessories,25,Texas,S,Green,Winter,3.5,Next Day Air,2,PayPal,Every 3 Months,0,0,1
36,Scarf,Accessories,53,Florida,M,White,Summer,3.1,Free Shipping,44,Debit Card,Fortnightly,0,0,1
46,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,Express,49,Debit Card,Monthly,0,0,1
59,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,Free Shipping,22,Debit Card,Bi-Weekly,0,0,1
64,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,Free Shipping,26,Bank Transfer,Annually,0,0,1
49,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,Next Day Air,40,Debit Card,Weekly,0,0,1
32,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,Next Day Air,16,PayPal,Quarterly,0,0,1
29,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,Free Shipping,17,Debit Card,Bi-Weekly,0,0,1
24,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,Standard,48,Bank Transfer,Bi-Weekly,0,0,1
41,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,Free Shipping,28,Venmo,Every 3 Months,0,0,1
41,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,Store Pickup,26,Credit Card,Fortnightly,0,0,1
32,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,Standard,43,Bank Transfer,Quarterly,0,0,1
69,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,Free Shipping,38,Debit Card,Weekly,0,0,1
65,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,2-Day Shipping,36,Cash,Every 3 Months,0,0,1
54,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,Standard,1,Credit Card,Weekly,0,0,1
39,Sandals,Footwear,89,California,L,Orange,Spring,4.0,Standard,49,Debit Card,Annually,0,0,1
37,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,Free Shipping,41,Credit Card,Every 3 Months,0,0,1
51,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,Free Shipping,21,Debit Card,Monthly,0,0,1
26,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,Next Day Air,24,Bank Transfer,Quarterly,0,0,1
42,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,Next Day Air,27,Bank Transfer,Weekly,0,0,1
21,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,Store Pickup,4,Debit Card,Annually,0,0,1
53,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,Standard,19,Venmo,Annually,0,0,1
36,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,Store Pickup,1,Bank Transfer,Fortnightly,0,0,1
21,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,Free Shipping,27,Debit Card,Annually,0,0,1
33,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,Next Day Air,5,Credit Card,Weekly,0,0,1
49,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,2-Day Shipping,20,Venmo,Quarterly,0,0,1
31,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,Express,50,PayPal,Annually,0,0,1
68,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,Free Shipping,36,Cash,Fortnightly,0,0,1
49,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,Next Day Air,12,Bank Transfer,Bi-Weekly,0,0,1
23,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,Store Pickup,23,Cash,Monthly,0,0,1
30,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,Store Pickup,21,Venmo,Weekly,0,0,1
53,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,Free Shipping,47,Venmo,Weekly,0,0,1
65,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,Free Shipping,38,Venmo,Bi-Weekly,0,0,1
60,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,Standard,40,Credit Card,Every 3 Months,0,0,1
46,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,Standard,35,PayPal,Quarterly,0,0,1
54,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,Express,4,Credit Card,Quarterly,0,0,1
59,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,Free Shipping,28,Venmo,Every 3 Months,0,0,1
52,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,Store Pickup,36,Debit Card,Every 3 Months,0,0,1
41,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,Free Shipping,15,Bank Transfer,Annually,0,0,1
43,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,2-Day Shipping,7,Cash,Fortnightly,0,0,1
63,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,Store Pickup,29,PayPal,Every 3 Months,0,0,1
37,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,Standard,12,Debit Card,Annually,0,0,1
44,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,Store Pickup,16,Bank Transfer,Bi-Weekly,0,0,1
67,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,Express,50,Debit Card,Bi-Weekly,0,0,1
27,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,Free Shipping,11,Debit Card,Annually,0,0,1
60,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,2-Day Shipping,28,Debit Card,Quarterly,0,0,1
58,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,Store Pickup,36,Venmo,Bi-Weekly,0,0,1
53,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,Next Day Air,38,PayPal,Quarterly,0,0,1
43,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,2-Day Shipping,32,Bank Transfer,Monthly,0,0,1
32,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,Express,42,Debit Card,Weekly,0,0,1
54,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,Express,22,Debit Card,Bi-Weekly,0,0,1
47,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,Next Day Air,22,Venmo,Quarterly,0,0,1
57,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,Store Pickup,31,PayPal,Quarterly,0,0,1
63,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,Express,28,Credit Card,Monthly,0,0,1
70,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,2-Day Shipping,40,Debit Card,Weekly,0,0,1
62,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,2-Day Shipping,21,PayPal,Weekly,0,0,1
40,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,Store Pickup,12,PayPal,Every 3 Months,0,0,1
25,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,Free Shipping,33,Credit Card,Annually,0,0,1
19,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,Express,9,Bank Transfer,Fortnightly,0,0,1
25,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,2-Day Shipping,15,Debit Card,Weekly,0,0,1
21,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,Standard,13,Bank Transfer,Annually,0,0,1
55,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,Standard,35,Credit Card,Fortnightly,0,0,1
34,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,Next Day Air,1,Debit Card,Every 3 Months,0,0,1
47,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,Standard,25,Bank Transfer,Fortnightly,0,0,1
27,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,2-Day Shipping,20,Credit Card,Every 3 Months,0,0,1
67,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,Next Day Air,36,Venmo,Quarterly,0,0,1
40,Boots,Footwear,95,New York,M,Red,Winter,3.0,Free Shipping,33,Cash,Weekly,0,0,1
53,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,Standard,36,Cash,Fortnightly,0,0,1
24,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,2-Day Shipping,32,PayPal,Annually,0,0,1
47,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,Next Day Air,21,Venmo,Quarterly,0,0,1
53,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,Next Day Air,48,Venmo,Bi-Weekly,0,0,1
47,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,Free Shipping,25,PayPal,Quarterly,0,0,1
38,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,Standard,32,PayPal,Annually,0,0,1
48,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,Standard,45,PayPal,Every 3 Months,0,0,1
47,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,Standard,4,Cash,Fortnightly,0,0,1
19,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,2-Day Shipping,19,PayPal,Bi-Weekly,0,0,1
38,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,Standard,1,Bank Transfer,Weekly,0,0,1
57,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,2-Day Shipping,12,Cash,Weekly,0,0,1
70,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,2-Day Shipping,18,Venmo,Monthly,0,0,1
38,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,Next Day Air,43,Bank Transfer,Bi-Weekly,0,0,1
35,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,Free Shipping,31,PayPal,Annually,0,0,1
46,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,Store Pickup,33,Cash,Every 3 Months,0,0,1
32,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,Store Pickup,46,PayPal,Monthly,0,0,1
38,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,Next Day Air,41,Debit Card,Bi-Weekly,0,0,1
41,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,Next Day Air,41,Venmo,Fortnightly,0,0,1
19,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,Standard,9,Bank Transfer,Fortnightly,0,0,1
18,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,Free Shipping,34,Cash,Annually,0,0,1
45,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,Express,21,PayPal,Annually,0,0,1
23,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,Express,5,Debit Card,Fortnightly,0,0,1
60,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,Free Shipping,32,PayPal,Weekly,0,0,1
52,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,Express,44,Bank Transfer,Monthly,0,0,1
42,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,Next Day Air,46,PayPal,Bi-Weekly,0,0,1
29,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,Express,42,Credit Card,Every 3 Months,0,0,1
31,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,Express,50,Credit Card,Bi-Weekly,0,0,1
30,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,Standard,33,Venmo,Fortnightly,0,0,1
23,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,Next Day Air,32,Cash,Quarterly,0,0,1
31,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,Next Day Air,32,Bank Transfer,Bi-Weekly,0,0,1
40,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,Next Day Air,37,Venmo,Every 3 Months,0,0,1
39,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,Store Pickup,9,Cash,Fortnightly,0,0,1
28,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,Store Pickup,6,PayPal,Fortnightly,0,0,1
23,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,2-Day Shipping,36,Venmo,Quarterly,0,0,1
42,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,Store Pickup,1,Cash,Annually,0,0,1
68,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,Free Shipping,48,Credit Card,Fortnightly,0,0,1
24,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,2-Day Shipping,44,Debit Card,Quarterly,0,0,1
24,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,Express,9,PayPal,Bi-Weekly,0,0,1
21,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,Standard,32,Venmo,Annually,0,0,1
49,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,Next Day Air,14,PayPal,Monthly,0,0,1
41,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,Store Pickup,43,Cash,Quarterly,0,0,1
22,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,Free Shipping,32,Bank Transfer,Bi-Weekly,0,0,1
42,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,Store Pickup,26,Venmo,Bi-Weekly,0,0,1
30,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,Store Pickup,2,Cash,Monthly,0,0,1
38,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,Free Shipping,16,PayPal,Every 3 Months,0,0,1
40,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,Express,50,Debit Card,Every 3 Months,0,0,1
55,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,Next Day Air,6,PayPal,Every 3 Months,0,0,1
37,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,Free Shipping,20,PayPal,Annually,0,0,1
41,Coat,Outerwear,54,California,M,Brown,Winter,4.7,Next Day Air,9,Credit Card,Weekly,0,0,1
38,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,Express,47,Credit Card,Bi-Weekly,0,0,1
42,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,Express,33,Credit Card,Annually,0,0,1
26,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,Next Day Air,46,Cash,Bi-Weekly,0,0,1
41,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,Next Day Air,9,Credit Card,Monthly,0,0,1
27,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,Express,8,PayPal,Monthly,0,0,1
61,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,Standard,48,Bank Transfer,Quarterly,0,0,1
58,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,Next Day Air,2,Cash,Monthly,0,0,1
25,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,Next Day Air,31,PayPal,Weekly,0,0,1
33,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,2-Day Shipping,40,Venmo,Monthly,0,0,1
57,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,Free Shipping,35,Venmo,Monthly,0,0,1
39,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,Store Pickup,40,Debit Card,Monthly,0,0,1
60,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,Next Day Air,27,Debit Card,Every 3 Months,0,0,1
39,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,2-Day Shipping,10,Venmo,Annually,0,0,1
42,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,Next Day Air,23,Credit Card,Weekly,0,0,1
53,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,Free Shipping,32,Cash,Quarterly,0,0,1
20,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,2-Day Shipping,6,Debit Card,Monthly,0,0,1
46,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,Express,27,PayPal,Weekly,0,0,1
46,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,Store Pickup,25,Bank Transfer,Fortnightly,0,0,1
69,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,Next Day Air,11,Credit Card,Annually,0,0,1
28,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,2-Day Shipping,23,PayPal,Monthly,0,0,1
42,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,2-Day Shipping,44,Bank Transfer,Quarterly,0,0,1
30,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,Store Pickup,35,PayPal,Fortnightly,0,0,1
50,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,Free Shipping,45,Debit Card,Every 3 Months,0,0,1
59,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,Next Day Air,22,Bank Transfer,Quarterly,0,0,1
54,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,Express,18,Debit Card,Quarterly,0,0,1
50,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,Standard,20,Debit Card,Weekly,0,0,1
25,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,Express,28,Credit Card,Fortnightly,0,0,1
41,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,Store Pickup,15,Venmo,Bi-Weekly,0,0,1
35,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,Store Pickup,42,Bank Transfer,Fortnightly,0,0,1
67,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,Store Pickup,20,Debit Card,Quarterly,0,0,1
33,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,Store Pickup,16,Bank Transfer,Fortnightly,0,0,1
19,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,Store Pickup,47,Cash,Annually,0,0,1
25,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,Free Shipping,34,Credit Card,Annually,0,0,1
32,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,Store Pickup,30,Credit Card,Weekly,0,0,1
30,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,Next Day Air,5,PayPal,Quarterly,0,0,1
18,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,Standard,38,Cash,Quarterly,0,0,1
38,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,Free Shipping,18,Credit Card,Annually,0,0,1
22,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,Store Pickup,28,Cash,Annually,0,0,1
40,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,Next Day Air,42,Credit Card,Fortnightly,0,0,1
54,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,Free Shipping,5,Credit Card,Weekly,0,0,1
70,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,Express,50,Venmo,Monthly,0,0,1
52,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,Express,33,Venmo,Fortnightly,0,0,1
34,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,Store Pickup,1,Credit Card,Weekly,0,0,1
65,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,Store Pickup,14,Cash,Fortnightly,0,0,1
38,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,Express,48,Credit Card,Monthly,0,0,1
35,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,Express,26,Cash,Weekly,0,0,1
40,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,2-Day Shipping,44,Credit Card,Annually,0,0,1
23,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,Standard,18,Debit Card,Fortnightly,0,0,1
45,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,Next Day Air,31,Venmo,Every 3 Months,0,0,1
40,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,Standard,18,Debit Card,Weekly,0,0,1
42,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,2-Day Shipping,41,Credit Card,Every 3 Months,0,0,1
57,Sandals,Footwear,71,California,L,Green,Winter,4.3,Next Day Air,18,Debit Card,Every 3 Months,0,0,1
18,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,Free Shipping,3,Bank Transfer,Bi-Weekly,0,0,1
18,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,Next Day Air,5,Credit Card,Bi-Weekly,0,0,1
56,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,2-Day Shipping,13,Debit Card,Annually,0,0,1
35,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,2-Day Shipping,22,PayPal,Annually,0,0,1
49,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,Free Shipping,45,PayPal,Fortnightly,0,0,1
49,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,Store Pickup,39,PayPal,Every 3 Months,0,0,1
34,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,Next Day Air,18,Venmo,Annually,0,0,1
63,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,Free Shipping,19,PayPal,Fortnightly,0,0,1
42,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,Next Day Air,29,Debit Card,Weekly,0,0,1
41,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,Store Pickup,19,Credit Card,Weekly,0,0,1
26,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,Free Shipping,22,Debit Card,Monthly,0,0,1
48,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,Express,21,Bank Transfer,Annually,0,0,1
62,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,Store Pickup,22,PayPal,Monthly,0,0,1
24,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,Store Pickup,44,PayPal,Every 3 Months,0,0,1
48,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,Store Pickup,42,Bank Transfer,Quarterly,0,0,1
31,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,Standard,33,Credit Card,Quarterly,0,0,1
41,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,Standard,6,Bank Transfer,Annually,0,0,1
24,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,Store Pickup,44,Credit Card,Every 3 Months,0,0,1
60,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,Free Shipping,24,Cash,Annually,0,0,1
38,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,Express,16,PayPal,Quarterly,0,0,1
58,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,Standard,12,Bank Transfer,Fortnightly,0,0,1
53,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,2-Day Shipping,50,PayPal,Monthly,0,0,1
44,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,Store Pickup,42,Cash,Quarterly,0,0,1
51,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,2-Day Shipping,50,PayPal,Monthly,0,0,1
36,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,Store Pickup,10,PayPal,Quarterly,0,0,1
20,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,Store Pickup,32,Debit Card,Weekly,0,0,1
32,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,Express,37,Venmo,Weekly,0,0,1
66,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,2-Day Shipping,15,Bank Transfer,Monthly,0,0,1
49,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,Store Pickup,27,Credit Card,Annually,0,0,1
27,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,Express,7,Venmo,Weekly,0,0,1
29,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,Free Shipping,49,PayPal,Quarterly,0,0,1
29,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,Standard,44,PayPal,Monthly,0,0,1
55,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,Express,13,PayPal,Bi-Weekly,0,0,1
57,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,Next Day Air,38,PayPal,Fortnightly,0,0,1
29,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,Standard,10,Debit Card,Weekly,0,0,1
31,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,2-Day Shipping,25,Debit Card,Weekly,0,0,1
25,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,Next Day Air,18,Credit Card,Quarterly,0,0,1
61,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,Store Pickup,6,Cash,Every 3 Months,0,0,1
53,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,Free Shipping,35,Bank Transfer,Quarterly,0,0,1
22,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,Standard,31,Credit Card,Fortnightly,0,0,1
28,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,Store Pickup,41,Bank Transfer,Annually,0,0,1
